context_id,dataset,policy,budget_words,rotation_id,cond_qid,eval_qid,is_diagonal,relation,message_key,message_shared_across_rotations,delivered_words,fill_ratio,truncated,attempts,u_em,u_f1,u_judge_correct,ceiling_em,ceiling_f1,ceiling_judge_correct,regret_em,regret_f1,regret_judge_correct,replication,family,preference_id,lambda,lambda_infinite,future_share,sender_seed
sq:1,squad_groups,split__l0,80,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,True,unlabelled,seed29|sq:1|split__l0|w80|sq:1|cond=56bec98e3aeaaa14008c9455,False,70,0.875,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed29,split,l0,0.0,False,0.0,29
sq:1,squad_groups,split__l0,80,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9456,False,unlabelled,seed29|sq:1|split__l0|w80|sq:1|cond=56bec98e3aeaaa14008c9455,False,70,0.875,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed29,split,l0,0.0,False,0.0,29
sq:1,squad_groups,split__l0,80,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56d7282f0d65d2140019840a,False,unlabelled,seed29|sq:1|split__l0|w80|sq:1|cond=56bec98e3aeaaa14008c9455,False,70,0.875,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,seed29,split,l0,0.0,False,0.0,29
sq:1,squad_groups,split__l0,80,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56d7282f0d65d2140019840c,False,unlabelled,seed29|sq:1|split__l0|w80|sq:1|cond=56bec98e3aeaaa14008c9455,False,70,0.875,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,seed29,split,l0,0.0,False,0.0,29
sq:1,squad_groups,split__l1,80,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,True,unlabelled,seed29|sq:1|split__l1|w80|sq:1|cond=56bec98e3aeaaa14008c9455,False,70,0.875,False,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed29,split,l1,1.0,False,0.5,29
sq:1,squad_groups,split__l1,80,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9456,False,unlabelled,seed29|sq:1|split__l1|w80|sq:1|cond=56bec98e3aeaaa14008c9455,False,70,0.875,False,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed29,split,l1,1.0,False,0.5,29
sq:1,squad_groups,split__l1,80,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56d7282f0d65d2140019840a,False,unlabelled,seed29|sq:1|split__l1|w80|sq:1|cond=56bec98e3aeaaa14008c9455,False,70,0.875,False,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,seed29,split,l1,1.0,False,0.5,29
sq:1,squad_groups,split__l1,80,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56d7282f0d65d2140019840c,False,unlabelled,seed29|sq:1|split__l1|w80|sq:1|cond=56bec98e3aeaaa14008c9455,False,70,0.875,False,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,seed29,split,l1,1.0,False,0.5,29
sq:1,squad_groups,split__linf,80,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,True,unlabelled,seed29|sq:1|split__linf|w80|sq:1|cond=56bec98e3aeaaa14008c9455,False,80,1.0,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed29,split,linf,,True,1.0,29
sq:1,squad_groups,split__linf,80,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9456,False,unlabelled,seed29|sq:1|split__linf|w80|sq:1|cond=56bec98e3aeaaa14008c9455,False,80,1.0,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed29,split,linf,,True,1.0,29
sq:1,squad_groups,split__linf,80,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56d7282f0d65d2140019840a,False,unlabelled,seed29|sq:1|split__linf|w80|sq:1|cond=56bec98e3aeaaa14008c9455,False,80,1.0,False,2,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,0.0,seed29,split,linf,,True,1.0,29
sq:1,squad_groups,split__linf,80,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,56d7282f0d65d2140019840c,False,unlabelled,seed29|sq:1|split__linf|w80|sq:1|cond=56bec98e3aeaaa14008c9455,False,80,1.0,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,seed29,split,linf,,True,1.0,29
