context_id,dataset,rotation_id,cond_qid,policy,budget_words,n_hidden,message_key,delivered_words,fill_ratio,truncated,attempts,message_shared_across_rotations,now_em,future_em,gap_em,ceiling_now_em,ceiling_future_em,regret_now_em,regret_future_em,retained_now_em,retained_future_em,n_ceiling_now_em,n_ceiling_future_em,now_f1,future_f1,gap_f1,ceiling_now_f1,ceiling_future_f1,regret_now_f1,regret_future_f1,retained_now_f1,retained_future_f1,n_ceiling_now_f1,n_ceiling_future_f1,now_judge_correct,future_judge_correct,gap_judge_correct,ceiling_now_judge_correct,ceiling_future_judge_correct,regret_now_judge_correct,regret_future_judge_correct,retained_now_judge_correct,retained_future_judge_correct,n_ceiling_now_judge_correct,n_ceiling_future_judge_correct,replication,family,preference_id,lambda,lambda_infinite,future_share
sq:1,squad_groups,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,split__l0,80,3,seed29|sq:1|split__l0|w80|sq:1|cond=56bec98e3aeaaa14008c9455,70,0.875,False,2,False,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,seed29,split,l0,0.0,False,0.0
sq:1,squad_groups,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,split__l1,80,3,seed29|sq:1|split__l1|w80|sq:1|cond=56bec98e3aeaaa14008c9455,70,0.875,False,3,False,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,seed29,split,l1,1.0,False,0.5
sq:1,squad_groups,sq:1|cond=56bec98e3aeaaa14008c9455,56bec98e3aeaaa14008c9455,split__linf,80,3,seed29|sq:1|split__linf|w80|sq:1|cond=56bec98e3aeaaa14008c9455,80,1.0,False,2,False,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,1.0,0.5555555555555555,0.44444444444444453,1.0,1.0,0.0,0.44444444444444453,1.0,0.5555555555555555,1,3,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,0.0,0.33333333333333337,1.0,0.6666666666666666,1,3,seed29,split,linf,,True,1.0
sq:1,squad_groups,sq:1|cond=56bec98e3aeaaa14008c9456,56bec98e3aeaaa14008c9456,split__l0,80,3,seed29|sq:1|split__l0|w80|sq:1|cond=56bec98e3aeaaa14008c9456,70,0.875,False,3,False,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,seed29,split,l0,0.0,False,0.0
sq:1,squad_groups,sq:1|cond=56bec98e3aeaaa14008c9456,56bec98e3aeaaa14008c9456,split__l1,80,3,seed29|sq:1|split__l1|w80|sq:1|cond=56bec98e3aeaaa14008c9456,75,0.9375,False,4,False,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,1.0,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1,3,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,0.0,0.33333333333333337,1.0,0.6666666666666666,1,3,seed29,split,l1,1.0,False,0.5
sq:1,squad_groups,sq:1|cond=56bec98e3aeaaa14008c9456,56bec98e3aeaaa14008c9456,split__linf,80,3,seed29|sq:1|split__linf|w80|sq:1|cond=56bec98e3aeaaa14008c9456,78,0.975,False,1,False,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,3,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,3,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,3,seed29,split,linf,,True,1.0
sq:1,squad_groups,sq:1|cond=56d7282f0d65d2140019840a,56d7282f0d65d2140019840a,split__l0,80,3,seed29|sq:1|split__l0|w80|sq:1|cond=56d7282f0d65d2140019840a,75,0.9375,False,2,False,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,seed29,split,l0,0.0,False,0.0
sq:1,squad_groups,sq:1|cond=56d7282f0d65d2140019840a,56d7282f0d65d2140019840a,split__l1,80,3,seed29|sq:1|split__l1|w80|sq:1|cond=56d7282f0d65d2140019840a,76,0.95,False,3,False,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,0.0,0.33333333333333337,1.0,0.6666666666666666,1,3,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,0.0,0.33333333333333337,1.0,0.6666666666666666,1,3,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,0.0,0.33333333333333337,1.0,0.6666666666666666,1,3,seed29,split,l1,1.0,False,0.5
sq:1,squad_groups,sq:1|cond=56d7282f0d65d2140019840a,56d7282f0d65d2140019840a,split__linf,80,3,seed29|sq:1|split__linf|w80|sq:1|cond=56d7282f0d65d2140019840a,76,0.95,False,2,False,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,0.0,0.33333333333333337,1.0,0.6666666666666666,1,3,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,0.0,0.33333333333333337,1.0,0.6666666666666666,1,3,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,0.0,0.33333333333333337,1.0,0.6666666666666666,1,3,seed29,split,linf,,True,1.0
sq:1,squad_groups,sq:1|cond=56d7282f0d65d2140019840c,56d7282f0d65d2140019840c,split__l0,80,3,seed29|sq:1|split__l0|w80|sq:1|cond=56d7282f0d65d2140019840c,70,0.875,False,3,False,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,1,3,seed29,split,l0,0.0,False,0.0
